brand_name,model_name,battery_type,resolution,os,video_4K,ram(GB),storage(GB),popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size
7,1,0,720x1520,193,0,3,32,5.976350909297934,5.976350909297934,355.0,1,17.0,3.4,64,6
1,1,1,720x1440,193,0,2,32,6.82001636467413,8.643649615368796,5499.0,1,2.0,4.5,32,1
5,1,1,1080x2400,166,0,8,128,6.60934924316738,7.221105098182496,1269.0,1,30.0,3.4,32,14
38,1,0,1125x2436,1,1,3,64,6.78332520060396,7.835974581721566,2395.0,1,26.0,3.4,4,7
3,1,1,1080x2376,166,1,8,128,6.361302477572996,9.856160068128911,13134.0,3,10.0,6.8,256,74
34,1,0,720x1520,63,0,4,32,6.692083742506628,8.12740456269308,3190.0,1,23.0,6.88,16,13
19,2,1,1080x2400,193,1,8,128,5.25227342804663,8.340217320947035,4574.0,167,1.0,5.2,32,6
19,1,1,1080x2340,139,0,4,64,6.565264970035361,8.227375506834035,4574.0,167,1.0,5.7,32,20
60,1,1,720x1600,166,0,8,128,6.826545223556594,8.685584842676693,4394.0,1,7.0,4.7,32,4
24,1,0,1080x2220,11,0,4,32,4.919980925828125,8.46821300919452,4532.0,2,2.0,6.5,64,74
17,1,1,1080x2400,166,1,8,128,6.729824070489475,7.926241523170962,2497.0,3,38.0,6.52,32,74
7,1,1,1440x3120,139,1,8,256,5.966146739123692,6.470799503782602,552.0,2,30.0,3.4,16,4
103,2,0,1080x2520,139,1,6,128,5.60947179518496,8.754634047431272,4574.0,167,1.0,6.4,64,88
33,1,1,720x1600,166,0,6,64,6.369900982828227,6.778784897685177,752.0,2,41.0,3.4,64,18
15,1,1,1200x2000,193,0,8,64,4.77912349311153,8.190908881182514,3325.0,3,13.0,6.5,32,88
103,1,1,1080x2340,193,1,8,128,6.982862751468942,8.236420527265391,3599.0,3,25.0,6.5,32,74
33,1,1,1080x2408,166,0,4,128,5.768320995793772,6.70808408385307,699.0,2,35.0,3.4,64,10
39,1,1,1080x2340,139,1,8,64,7.05617528410041,8.80941494391005,6375.0,4,46.0,6.81,128,74
6,1,1,1080x2400,166,1,8,128,6.373319789577012,8.283241441385425,3799.0,1,5.0,6.2,64,23
19,1,1,1080x2412,166,0,6,64,7.003065458786462,9.259035293514941,9999.0,1,2.0,6.4,256,88
17,1,1,1080x2340,139,0,8,128,5.529429087511423,8.366137716496281,4574.0,167,3.0,6.6,128,74
103,1,0,1440x3200,193,1,8,128,7.074963197966044,9.341807134718488,9756.0,2,59.5,6.7,128,36
14,1,1,1236x2676,193,1,8,128,6.927557906278317,9.639587108749145,13134.0,1,54.0,6.5,256,88
34,1,0,720x1280,5,0,1,8,6.278521424165844,8.72029728739272,5899.0,2,18.0,6.21,128,13
33,1,0,1080x2400,166,1,8,128,6.184148890937483,9.142917695658749,8070.0,1,23.0,5.5,128,2
58,1,1,720x1600,193,0,4,32,6.755768921984255,8.35819745992578,3458.0,1,4.0,5.9,64,88
103,1,0,1080x2400,193,1,8,128,7.106606137727303,9.171599543659752,8555.0,1,55.0,6.7,128,1
33,1,1,1080x2340,139,0,6,64,6.928537818164665,6.895682697747868,911.0,3,22.0,3.4,64,27
24,1,1,1080x2340,139,0,6,64,6.6240652277998935,8.024534871605695,2999.0,1,5.0,6.5,32,74
39,1,1,1080x2400,193,0,8,64,3.828641396489095,8.56483984488359,4999.0,2,2.0,5.5,64,54
3,2,1,720x1600,166,0,6,64,5.62040086571715,5.991464547107982,299.0,2,20.0,3.4,32,4
58,1,1,720x1600,193,0,4,32,5.971261839790462,8.51919119407891,4873.0,2,2.0,6.26,64,88
23,2,1,720x1600,166,0,6,64,3.4011973816621555,7.575071699507561,1775.0,2,11.0,6.1,16,23
103,2,1,1080x2312,139,0,6,128,5.214935757608986,9.804440398934894,13134.0,2,6.0,6.3,128,20
15,1,0,1080x1920,3,0,4,64,6.028278520230698,8.580731212220226,4574.0,167,1.0,5.95,64,23
17,1,1,720x1600,193,0,4,32,6.677083461247136,7.396948602621014,1479.0,1,25.0,5.5,16,1
6,1,0,720x1520,63,0,4,32,6.556778356158042,8.83927669058535,6628.0,1,14.0,5.99,64,2
58,1,1,1080x2400,166,0,6,128,7.02108396428914,8.146419323098003,2999.0,1,5.0,5.99,64,88
24,1,1,720x1600,193,0,4,64,5.1647859739235145,7.672292455628756,1877.0,1,23.0,5.5,16,6
14,1,0,720x1280,14,0,3,16,5.262690188904886,6.483107351457199,647.0,3,27.0,3.4,32,5
13,1,1,1312x2848,68,1,12,512,2.302585092994046,5.978885764901122,349.0,2,4.0,3.4,64,27
103,1,1,1440x3120,193,1,8,256,7.097548850614793,9.249849505070895,9396.0,2,59.5,6.7,128,36
14,1,0,720x1440,63,0,3,32,6.431331081933479,5.616771097666572,265.0,1,19.0,3.4,8,27
103,1,1,1080x2520,193,1,4,64,6.813444599510896,9.856160068128911,13134.0,1,26.0,6.4,512,88
103,1,1,1080x2340,139,1,4,32,5.717027701406222,9.856160068128911,13134.0,1,10.0,7.3,512,1
28,1,1,1440x3216,68,1,8,256,6.990256500493881,8.245909264774093,3330.0,1,44.0,6.3,64,74
24,3,1,1080x2160,45,1,6,64,4.574710978503383,9.023287640806327,4574.0,167,1.0,6.3,128,3
28,1,0,1170x2532,4,1,6,128,6.98100574072173,8.514990767861038,4299.0,2,18.0,6.59,64,88
16,1,1,1080x2340,139,0,6,64,6.413458957167357,7.664815785285735,2049.0,2,3.0,6.49,16,88
23,1,1,1200x2652,166,1,8,256,6.171700597410915,7.584264818389059,1779.0,2,4.0,6.1,16,23
34,1,1,720x1560,139,0,3,32,4.343805421853684,8.94715577112479,7599.0,1,3.0,5.84,128,7
58,1,1,1080x2340,193,1,8,128,5.973809611869261,8.291295851905407,4574.0,167,1.0,6.44,64,1
24,1,0,720x1280,10,0,3,16,6.859614903654202,8.712430973476739,5749.0,1,5.0,6.5,128,12
60,1,1,1080x2400,68,0,8,128,6.974478911025045,9.856160068128911,13134.0,1,59.5,6.5,512,4
16,1,0,1284x2778,4,1,6,128,6.590301048196686,8.054840221101024,2999.0,3,3.0,5.5,32,3
13,1,0,1080x2520,193,1,8,128,7.011213987350367,9.398395460617898,11149.0,1,19.0,6.44,128,1
33,1,1,1080x2400,166,1,8,128,6.699500340161678,8.43511508038063,4399.0,1,8.0,5.45,32,74
2,1,1,1080x2400,193,1,6,64,6.68586094706836,7.932362154339751,2644.0,1,4.0,6.0,64,13
24,1,0,1080x2340,63,1,8,64,5.978885764901122,8.056743774975313,2493.0,2,29.0,5.5,32,74
19,2,1,720x1520,139,0,3,32,6.39024066706535,8.318498320504338,4574.0,167,1.0,5.7,64,20
2,1,1,720x1600,193,0,2,32,0.0,5.700443573390687,4574.0,167,1.0,3.4,64,18
20,1,0,1644x3840,139,1,6,64,6.976348070447749,8.056426767522984,3069.0,1,53.0,6.08,64,88
16,1,0,1080x2340,4,1,4,128,6.876264611890766,8.246171559857563,3719.0,2,14.0,5.5,64,3
16,1,1,1080x2400,166,1,8,128,6.837332814685591,9.208438564686587,9072.0,1,21.0,6.53,128,3
28,1,1,1080x2400,166,1,8,256,5.605802066295998,8.165079258805068,3299.0,2,5.0,6.09,32,14
14,1,0,720x1280,32,0,2,16,6.444131256700441,8.0861025356691,2889.0,5,38.0,6.22,32,88
23,1,0,1080x2400,166,1,8,128,6.586171654854675,7.519692404116539,1333.0,2,7.0,6.1,16,23
60,1,0,1080x2400,68,1,6,128,7.095893221097532,9.856160068128911,13134.0,1,59.5,5.8,64,3
24,1,0,720x1520,63,0,4,32,7.050122520269059,8.245909264774093,3547.0,1,17.0,6.5,64,74
20,1,1,1080x2340,139,1,6,64,6.100318952020064,7.611347717403621,1839.0,1,47.0,5.45,32,19
6,1,1,1080x2400,166,1,6,64,6.133398042996649,6.212606095751519,4574.0,167,4.0,3.4,64,27
58,1,1,1080x2460,166,1,16,256,6.874198495453294,8.615045591583742,5260.0,2,7.0,6.3,128,88
103,1,1,720x1560,139,0,3,64,6.88653164253051,9.856160068128911,13134.0,1,32.0,6.7,128,2
14,1,0,1080x1920,14,1,6,64,6.163314804034641,6.802394763324311,899.0,1,25.0,3.4,32,5
17,1,1,1080x2400,193,0,4,128,6.148468295917647,7.501082124259871,1629.0,3,39.0,5.7,16,23
103,1,1,1080x2340,139,1,8,64,6.9782137426306985,7.759614150696903,2098.0,1,50.0,5.3,16,54
4,1,0,1080x2340,139,1,8,128,6.807934943699926,6.322565239927284,497.0,3,55.0,3.4,32,88
103,2,1,1080x2340,139,1,6,64,5.402677381872279,9.101083386039234,8230.0,3,11.0,6.7,128,36
24,1,0,720x1560,139,0,2,32,6.841615476477592,8.100464891029363,3174.0,5,10.0,6.5,32,74
103,2,1,1080x2400,139,1,8,128,5.153291594497779,9.101083386039234,8230.0,3,11.0,6.7,128,36
103,1,0,720x1520,193,0,2,16,6.342121418721152,9.856160068128911,13134.0,1,5.0,6.3,256,23
60,2,0,1080x2408,68,1,8,128,6.4425401664681985,9.856160068128911,13134.0,2,37.0,6.5,64,4
20,1,0,1440x3040,139,1,8,256,6.9874902470009905,8.331345424845724,3745.0,1,48.0,6.49,128,74
33,1,1,1080x2400,193,1,6,64,6.293419278846481,6.703188113240863,699.0,2,42.0,3.4,64,10
13,1,1,1080x2412,166,0,8,128,5.942799375126701,6.976348070447749,999.0,1,2.0,3.4,64,7
58,1,1,1080x2400,193,1,6,64,7.049254841255837,9.665674427237482,13134.0,1,17.0,6.67,128,74
9,1,1,1080x2376,68,1,8,128,7.04141166379481,9.29532469588118,10319.0,1,15.0,6.0,128,4
23,2,1,1080x2400,166,1,8,128,5.817111159963204,8.239857411018601,3549.0,2,7.0,5.2,32,13
19,1,0,1440x3040,139,1,12,256,6.61338421837956,8.242493153187626,4574.0,167,1.0,5.7,64,20
39,1,0,720x1520,193,0,3,32,5.8289456176102075,8.267448958304849,4574.0,167,1.0,5.3,32,1
17,1,1,720x1600,166,0,6,64,6.059123195581797,6.284134161070802,449.0,2,30.0,3.4,64,7
103,1,1,1080x2400,193,1,6,64,6.612041034833092,9.202610573914242,9250.0,1,3.0,6.3,64,20
103,1,1,720x1600,193,0,4,64,6.910750787961936,9.856160068128911,4574.0,167,1.0,6.2,128,88
60,1,1,1080x2404,166,1,8,128,7.005789019253503,9.856160068128911,13134.0,1,59.5,6.7,512,5
38,1,0,720x1280,32,0,2,16,6.690842277418564,6.284134161070802,449.0,1,31.0,3.4,32,27
20,1,0,720x1520,139,0,4,32,6.85751406254539,8.304247465078474,3755.0,1,45.0,6.82,128,74
7,1,1,1080x2340,139,0,4,64,4.820281565605037,7.824046010856292,2399.0,1,5.0,5.0,16,7
38,1,0,1080x1920,45,1,4,32,5.733341276897746,8.761080103868347,5265.0,2,3.0,5.5,64,54
28,1,1,1080x2400,166,0,8,64,6.309918278226516,8.216628493133443,3499.0,1,3.0,6.26,32,88
8,1,1,1080x2244,139,1,8,128,5.814130531825066,6.302618975744905,507.0,1,24.0,3.4,16,54
34,2,0,720x1520,63,0,3,16,5.805134968916488,9.216719978940223,9760.0,2,14.0,6.3,128,3
60,1,1,1080x2400,68,1,8,128,6.1092475827643655,9.686822967319628,13134.0,1,15.0,4.7,256,2
6,1,0,720x1480,45,0,4,32,0.6931471805599453,8.63550941823428,5297.0,1,11.0,5.7,128,7
1,1,0,720x1480,193,0,2,16,5.429345628954441,7.909856667269403,2249.0,2,7.0,5.7,32,7
2,1,1,720x1600,193,0,4,64,5.968707559985366,7.4949862339505335,4574.0,167,1.0,5.5,16,88
27,1,0,1080x1920,32,0,3,32,6.541029999189903,8.160232492367689,4574.0,167,1.0,5.2,64,54
5,1,1,1080x2408,68,0,8,128,6.3835066348840055,7.240649694255466,1325.0,1,21.0,3.4,32,2
20,1,1,1080x2340,139,1,8,256,6.428105272684596,7.607878073278507,1839.0,4,43.0,5.45,32,19
24,2,1,1080x2400,193,1,8,128,6.0063531596017325,8.345455428161928,3999.0,3,16.0,6.3,64,5
103,2,1,1080x2340,193,1,8,128,4.605170185988092,8.07775756373692,3029.0,2,8.0,5.0,16,19
24,1,0,828x1792,3,1,3,64,6.495265555937008,7.932362154339751,2175.0,1,38.0,5.0,16,88
14,1,1,720x1520,139,1,4,64,5.424950017481403,6.1675164908883415,430.0,2,13.0,3.4,64,27
14,1,0,720x1440,45,0,3,16,6.799055862058796,8.405367376233981,3999.0,4,18.0,6.5,64,3
103,1,1,1080x2340,193,1,8,128,6.152732694704104,9.582041849931539,12870.0,1,2.0,6.2,128,23
7,1,0,720x1600,166,0,2,32,5.752572638825633,8.35819745992578,4160.0,1,4.0,6.3,128,88
60,2,1,1916x2160,68,1,12,256,6.436150368369428,9.856160068128911,13134.0,2,37.0,6.5,64,4
17,1,1,1080x2400,166,1,8,128,4.04305126783455,8.00603417874901,4574.0,167,3.0,6.52,32,88
34,1,1,1080x2340,63,1,6,64,6.052089168924417,7.780720886117918,4574.0,167,1.0,5.5,16,13
24,1,0,720x1440,11,0,4,32,7.072421900537371,9.057655284310535,8199.0,3,23.0,6.4,128,36
33,1,0,720x1520,139,0,4,64,6.368187186350492,6.697034247666484,699.0,1,31.0,3.4,64,2
13,1,1,1080x2160,45,1,6,256,6.825460036255307,8.675222055641148,5630.0,1,10.0,5.5,64,23
28,1,1,1080x2400,193,1,8,128,6.980075940561763,9.856160068128911,13134.0,2,9.0,6.58,256,13
60,1,1,1080x2388,3,0,8,128,6.543911845564792,9.856160068128911,13134.0,1,26.0,6.1,64,5
14,3,0,720x1280,139,0,3,32,4.727387818712341,5.937536205082426,4574.0,167,1.0,3.4,32,6
58,1,0,1080x2400,166,0,8,64,6.630683385642372,7.935229539816907,2670.0,2,5.0,5.45,32,54
38,2,1,1080x2340,193,1,8,128,5.365976015021851,7.8632667240095735,4574.0,167,1.0,4.5,16,13
8,1,0,1080x2400,166,1,8,128,6.880384082186005,9.831884133676436,13134.0,3,5.0,6.59,128,7
39,1,1,1080x2460,193,1,6,128,7.046647277848756,8.600062669238532,5299.0,2,3.0,6.4,128,74
60,1,1,1080x2412,68,1,8,128,7.02197642307216,9.378309422545737,6193.0,1,21.0,4.7,128,1
60,1,1,1080x2400,68,1,8,128,7.01211529430638,9.579694593071988,8699.0,1,42.0,5.5,128,3
103,1,1,720x1520,139,0,3,32,6.92461239604856,8.325063693631197,3599.0,3,13.0,6.5,32,88
103,1,1,1080x2460,193,1,8,128,4.189654742026425,9.856160068128911,13134.0,1,3.0,6.4,1024,88
20,2,1,720x1600,193,0,4,64,5.231108616854587,9.061724347647399,4574.0,167,1.0,5.5,64,10
39,1,1,1080x2400,193,1,6,64,6.173786103901937,8.4096079807363,4574.0,167,1.0,5.9,64,54
39,1,1,720x1600,193,0,6,64,3.8501476017100584,8.157657015196472,4574.0,167,1.0,5.5,32,1
23,1,0,1080x2400,166,0,8,64,3.6635616461296463,8.575273402492762,4574.0,167,1.0,6.18,64,5
33,1,1,720x1600,166,0,4,32,6.602587892189336,7.243512974665482,1230.0,2,49.0,3.4,64,19
13,1,1,1080x2400,68,1,8,128,6.716594773520978,6.532334292222349,595.0,2,29.0,3.4,64,27
24,1,0,720x1480,63,0,3,16,6.9167150203536085,9.655731072956666,13134.0,1,20.0,6.3,128,2
58,1,1,1860x2480,193,1,16,256,5.8377304471659395,8.068716192714781,3054.0,1,2.0,5.45,64,54
23,2,1,1080x2408,166,0,8,128,3.1780538303479458,7.575071699507561,1775.0,2,11.0,6.1,16,23
58,1,1,1080x2400,166,1,8,128,6.763884908562435,8.076826031298808,4574.0,167,1.0,6.22,32,74
9,1,1,720x1600,166,0,4,64,5.961005339623274,8.159660737063376,4574.0,167,1.0,6.35,32,74
33,2,1,1080x2408,166,0,8,128,5.991464547107982,6.525029657843462,599.0,5,41.0,3.4,64,14
14,1,1,720x1560,139,1,6,64,6.380122536899765,9.856160068128911,4574.0,167,2.0,6.7,256,13
15,1,1,1080x2400,193,1,8,128,5.720311776607412,8.00603417874901,4574.0,167,2.0,5.7,32,20
103,1,1,1080x2400,193,1,8,128,6.913737350659685,9.856160068128911,13134.0,3,27.0,6.7,256,2
9,1,0,1440x3088,68,1,8,128,6.833031732786201,8.466320861042481,4299.0,1,36.0,6.51,64,74
23,1,1,1080x2400,166,1,8,256,5.703782474656201,7.903596289614301,2199.0,1,17.0,5.5,16,3
1,1,1,1080x2340,139,0,8,64,5.602118820879701,8.286017468404763,3947.0,1,2.0,5.5,64,1
60,1,1,1080x2400,166,0,8,128,6.608000625296087,9.826012379256717,13134.0,1,30.0,5.5,128,7
1,1,1,1080x2340,193,1,8,128,1.3862943611198906,8.630521876723241,4574.0,167,1.0,5.0,16,74
34,1,1,1080x2340,139,1,10,256,6.416732282512326,8.998013113095823,7398.0,1,7.0,5.7,128,7
17,1,1,1080x2400,166,0,8,128,6.97914527506881,8.183955717304954,3177.0,3,51.0,6.6,64,74
16,1,0,1170x2532,4,1,6,128,6.844815479208263,8.799058378546453,6365.0,1,16.0,6.3,128,7
34,1,1,1080x2160,139,1,4,64,4.927253685157205,8.823058934301647,5999.0,1,22.0,5.7,128,13
58,1,1,720x1600,166,1,6,128,6.363028103540465,7.765569081097317,2353.0,2,2.0,5.0,16,10
14,1,0,720x1440,63,0,2,16,6.931471805599453,8.166216268592143,3375.0,2,15.0,6.22,32,3
103,1,1,1080x2400,193,1,8,128,6.899723107284872,9.774801544908083,13134.0,1,14.0,6.4,512,88
17,1,0,720x1520,63,0,4,64,6.257667587882639,8.143226750367445,3149.0,3,12.0,6.52,64,88
58,2,1,720x1600,193,0,6,64,5.541263545158426,7.983098940710892,4574.0,167,1.0,5.5,64,10
38,1,0,1080x1920,32,0,3,16,6.4692503167957724,6.993932975223189,959.0,1,12.0,3.4,32,6
24,1,0,720x1280,14,0,3,16,6.8966943316227125,8.36450810375059,4089.0,1,17.0,6.5,64,74
13,2,1,1440x3200,68,1,8,128,3.258096538021482,6.597145701886651,647.0,2,29.0,3.4,32,6
60,2,1,1080x2404,68,0,8,128,5.996452088619021,8.83579236650274,6319.0,2,3.0,4.7,128,4
103,1,1,1080x2400,193,1,12,256,5.929589143389895,9.514141826307847,4574.0,167,1.0,6.2,128,23
58,1,1,1080x2400,166,1,8,128,6.922643891475888,8.552367266423891,4740.0,1,13.0,6.53,128,10
60,2,1,1080x2400,68,1,8,128,6.021023349349527,8.83579236650274,6319.0,2,3.0,4.7,128,4
23,2,1,1080x2400,193,0,4,128,6.51471269087253,8.165932137321585,3244.0,2,8.0,6.55,128,36
103,1,1,1080x2400,193,1,8,128,6.955592608396297,8.335911094196945,3799.0,1,8.0,6.4,32,74
14,1,0,1080x2220,45,1,8,64,3.8918202981106265,7.44716835960004,4574.0,167,1.0,5.0,8,7
23,1,1,1080x2376,166,1,8,128,6.09807428216624,9.151651375627504,9249.0,1,7.0,6.3,256,2
103,1,1,1080x2400,193,1,8,128,6.975413927455952,9.856160068128911,13134.0,1,59.5,6.7,128,36
58,1,1,1080x2400,193,1,8,64,6.728628613084702,9.397234790615272,11898.0,1,6.0,6.57,256,3
28,1,1,720x1600,193,0,4,32,6.665683717782408,9.531118671917154,13134.0,2,3.0,6.0,256,88
60,1,1,1080x2400,68,1,6,128,6.192362489474872,8.779557455883728,4574.0,167,1.0,5.5,16,4
60,1,1,1080x2412,68,1,8,128,7.0925737159746784,9.856160068128911,13134.0,1,59.5,6.7,256,5
38,1,0,720x1280,1,0,2,16,6.539585955617669,6.304448802421981,496.0,1,35.0,3.4,32,27
24,1,0,720x1520,63,0,2,16,5.762051382780177,7.149916836132109,1149.0,1,57.0,3.4,8,7
14,1,0,1440x2560,11,1,4,64,6.423246963533519,7.786551806428712,2168.0,1,31.0,5.5,16,54
28,1,1,1224x2664,68,1,8,128,6.670766320845874,8.159374736775426,3199.0,2,5.0,6.09,32,14
38,1,1,1080x2160,45,0,6,32,5.926926025970411,8.93748122841604,6014.0,1,2.0,6.0,64,4
34,1,1,1080x2340,139,0,6,32,6.782192056006791,8.59748202264504,5199.0,1,28.0,5.7,128,7
103,1,0,1440x3200,193,1,16,128,6.818924065275521,9.4066470133368,11699.0,1,27.0,6.7,128,36
103,1,1,720x1600,139,1,4,32,5.4510384535657,9.856160068128911,13134.0,1,3.0,6.8,512,12
15,1,1,1080x2312,139,0,8,64,4.709530201312334,7.870165946469845,4574.0,167,1.0,5.45,32,54
1,1,0,1080x2340,63,0,6,64,5.755742213586912,5.683579767338681,263.0,1,11.0,3.4,8,7
38,1,0,1080x1920,32,0,4,32,6.9584483932976555,7.740229524763182,4574.0,167,1.0,5.71,16,54
24,1,0,1080x2160,14,0,4,32,5.634789603169249,8.65817178467581,4574.0,167,1.0,6.5,128,74
39,1,1,1080x2400,193,1,6,128,7.045776576879511,8.863757191604241,6999.0,2,15.0,6.5,128,74
3,1,1,1080x2400,166,1,6,128,6.655440350367647,9.856160068128911,13134.0,1,53.0,5.2,64,36
27,1,0,1080x2280,63,0,6,64,5.948034989180646,8.070593539949519,4574.0,167,1.0,6.09,32,14
19,1,1,1080x2376,166,1,8,128,6.658011045870748,9.65020690680168,13134.0,1,7.0,6.8,128,12
23,2,1,720x1600,193,0,8,64,6.51025834052315,8.165932137321585,3244.0,2,8.0,6.55,128,36
60,1,1,1080x2412,68,1,8,128,6.573680166960646,8.438799123988225,4500.0,1,4.0,4.7,64,3
39,1,1,1080x2400,193,1,8,128,6.555356891810665,8.699348067653093,4574.0,167,1.0,5.5,64,1
24,1,0,1080x1920,45,1,3,32,7.0192966537150445,8.819813136232225,6289.0,3,34.0,6.5,128,12
34,2,0,1080x2246,63,1,6,64,5.493061443340548,7.524021415206125,1795.0,2,2.0,5.5,16,7
103,1,0,1125x2436,4,1,4,64,7.077498053569231,8.69901462316851,5368.0,4,59.5,6.4,64,74
103,1,1,1080x2400,193,1,8,128,6.946013991099227,9.00601857490256,7436.0,3,59.5,6.5,128,88
38,1,0,720x1440,32,0,3,16,6.55250788703459,9.140239744296693,9166.0,1,4.0,6.39,128,88
38,1,1,1080x2400,193,1,6,128,5.293304824724492,7.8632667240095735,4574.0,167,1.0,4.5,16,13
103,1,0,1440x3200,193,1,16,128,6.593044534142437,9.856160068128911,13134.0,1,27.0,6.7,256,12
34,1,1,1440x2960,139,1,4,64,6.244166900663736,8.461046030793236,4610.0,1,13.0,5.7,128,13
7,1,1,720x1600,193,0,4,128,6.618738983517219,8.021584533455107,2889.0,1,4.0,4.0,32,13
38,1,0,1080x1920,32,0,3,16,6.727431724850855,7.086737934510577,1090.0,1,39.0,3.4,32,6
1,1,1,720x1560,139,0,3,32,5.0689042022202315,7.590346945602565,4574.0,167,1.0,5.5,16,6
38,2,0,480x854,1,0,2,8,6.12029741895095,6.4967749901858625,499.0,2,5.0,3.4,8,27
3,2,0,720x1600,193,0,2,32,5.575949103146316,5.991464547107982,299.0,2,20.0,3.4,32,4
103,1,1,1080x2340,193,1,8,128,6.946975992135418,8.432724034789787,4309.0,1,9.0,5.8,32,54
103,1,1,1080x2340,139,0,4,64,7.089243155027514,9.773435813175855,13134.0,3,59.5,6.1,128,23
9,1,1,1080x2400,166,0,6,128,6.516193076042964,8.425077902508432,4574.0,167,1.0,5.5,32,1
20,2,0,1080x2400,193,1,8,128,5.393627546352362,9.061724347647399,4574.0,167,1.0,5.5,64,10
9,1,1,720x1600,166,0,4,64,6.795705775173514,9.3615151997733,10420.0,2,26.0,6.44,128,88
19,1,1,720x1600,193,0,4,64,6.985641817639208,9.18993356219852,9299.0,1,3.0,6.4,128,88
38,1,0,720x1280,5,0,2,16,6.734591659972948,6.39024066706535,544.0,2,35.0,3.4,32,27
19,1,0,480x960,1,0,1,16,6.513230110912307,8.318498320504338,4574.0,167,1.0,5.7,64,20
38,1,0,480x800,1,0,1,8,6.693323668269949,6.899723107284872,899.0,1,50.0,3.4,32,6
7,1,0,1080x2160,63,0,4,64,5.3981627015177525,6.395261598115449,4574.0,167,3.0,3.4,32,18
11,1,1,720x1600,193,0,4,64,6.796823718274855,8.80492526261806,5386.0,1,9.0,5.0,64,6
103,1,1,720x1560,139,0,4,64,6.70073110954781,9.685082755569091,13134.0,1,17.0,6.4,512,88
60,1,1,720x1600,166,0,8,128,7.00850518208228,9.856160068128911,13134.0,1,46.0,6.1,128,5
8,1,1,1080x2340,139,1,8,64,6.3473892096560105,7.52294091807237,1499.0,2,5.0,4.5,8,19
13,1,0,1080x2160,45,0,4,32,7.051855622955894,9.670293665368417,13134.0,1,13.0,6.55,128,12
13,1,1,1080x2160,11,1,6,64,5.820082930352362,8.9001399880938,4574.0,167,1.0,5.5,64,20
20,2,0,1080x2520,139,1,4,64,5.988961416889864,7.489412083508719,1678.0,3,42.0,6.0,32,19
34,1,1,1080x2340,63,0,4,32,6.687108607866515,9.446755465483632,12077.0,1,6.0,5.84,128,7
28,1,0,1080x2340,4,1,4,64,6.907755278982137,8.741456115998364,5932.0,1,17.0,6.15,256,3
14,1,0,1080x2160,139,0,3,32,3.8066624897703196,6.47543271670409,4574.0,167,1.0,3.4,64,13
39,1,1,1080x2340,193,1,6,128,6.317164686747284,8.18004072349016,3549.0,3,2.0,5.2,64,54
3,1,1,720x1600,166,0,4,64,6.695798917058491,9.303557453687317,10537.0,1,31.0,4.7,32,4
14,2,1,720x1440,139,0,3,16,5.808142489980444,5.605802066295998,227.0,2,10.0,3.4,64,18
38,2,1,1080x2400,193,1,8,128,5.181783550292085,7.8632667240095735,4574.0,167,1.0,4.5,16,13
14,1,0,1080x1920,45,1,4,64,5.267858159063328,8.185907481482324,4574.0,167,1.0,6.52,64,88
8,1,1,720x1600,193,0,4,32,4.795790545596741,9.770527425279898,4574.0,167,1.0,6.0,512,88
8,1,1,1080x2340,139,0,4,64,5.963579343618446,6.023447592961033,359.0,4,36.0,3.4,16,6
28,1,1,1080x2400,166,1,12,256,6.9930151229329605,9.652458797732383,4574.0,167,1.0,6.47,256,13
33,2,1,1080x2400,166,1,8,128,5.7899601708972535,7.6251071482389,1999.0,4,2.0,3.4,32,36
39,2,0,1440x3088,193,1,8,128,5.4638318050256105,8.663887570567042,4574.0,167,1.0,6.2,64,74
58,1,1,1080x2400,166,1,6,128,6.57507584059962,8.208219383496834,3260.0,1,4.0,5.9,32,88
17,1,1,1080x2400,166,1,8,128,6.964135612418245,8.232706009860976,3333.0,5,49.0,6.6,128,74
1,1,0,720x1280,10,0,2,16,5.043425116919247,8.14902386805177,4574.0,167,1.0,5.0,32,23
103,2,1,1080x2340,139,1,6,64,5.564520407322694,8.754634047431272,4574.0,167,1.0,6.4,64,88
60,1,1,1080x2460,68,1,8,128,6.639875833826536,9.856160068128911,13134.0,1,15.0,6.1,128,5
33,1,1,1080x2412,166,1,8,128,4.912654885736052,7.633369649679584,2050.0,4,3.0,3.4,32,36
103,1,1,1440x3040,193,1,6,64,6.863803391452954,9.291736010180177,10340.0,2,20.0,6.7,128,36
8,1,0,1080x2400,166,1,8,128,7.038783541388542,9.851825769212237,13134.0,1,7.0,6.59,128,7
14,2,0,1080x1920,45,1,4,64,6.2878585601617845,6.484635235635252,649.0,3,26.0,3.4,32,5
27,2,0,720x1280,45,0,4,32,6.546785410760524,8.639764743804419,5605.0,3,2.0,7.12,64,74
58,2,1,1080x2400,166,1,8,128,5.905361848054571,8.509161019718974,4690.0,2,8.0,6.53,128,10
38,1,0,1080x1920,32,0,4,32,6.297109319933935,7.081708586105575,1090.0,3,39.0,3.4,32,6
60,1,1,1080x2408,166,0,8,128,7.057897937411856,9.371182897093012,7343.0,1,48.0,4.7,64,7
103,1,1,1440x3168,193,1,12,256,6.0844994130751715,9.856160068128911,13134.0,1,8.0,6.5,256,36
58,1,1,1080x2400,166,0,6,128,7.105786129481271,8.912877287669296,7025.0,5,59.5,6.67,128,10
